game_id,season,game_date,game_month,home_team,home_team_abbr,away_team,away_team_abbr,ballpark,ballpark_city,park_factor,attendance,home_sp_name,home_sp_player_id,home_sp_era,home_sp_whip,home_sp_k9,home_sp_bb9,home_sp_innings_pitched,home_sp_wins,home_sp_losses,home_sp_days_rest,away_sp_name,away_sp_player_id,away_sp_era,away_sp_whip,away_sp_k9,away_sp_bb9,away_sp_innings_pitched,away_sp_wins,away_sp_losses,away_sp_days_rest,home_lineup_avg_ops,home_lineup_avg_ba,home_lineup_total_hr,home_lineup_avg_krate,home_lineup_avg_bbrate,home_lineup_avg_skill,away_lineup_avg_ops,away_lineup_avg_ba,away_lineup_total_hr,away_lineup_avg_krate,away_lineup_avg_bbrate,away_lineup_avg_skill,home_team_wins,home_team_losses,home_team_win_pct,home_team_run_diff,home_team_last10_wins,home_team_home_win_pct,home_team_runs_for,home_team_runs_against,away_team_wins,away_team_losses,away_team_win_pct,away_team_run_diff,away_team_last10_wins,away_team_away_win_pct,away_team_runs_for,away_team_runs_against,weather_condition,temperature_f,wind_mph,wind_direction,humidity_pct,precipitation_chance,ump_k_rate_bias,sp_era_diff,sp_whip_diff,sp_k9_diff,sp_bb9_diff,lineup_ops_diff,lineup_skill_diff,win_pct_diff,run_diff_diff,last10_wins_diff,home_win_prob_true,home_runs_scored,away_runs_scored,total_runs,run_margin,winner,loser
79,1,2022-08-19,8,Waukesha Foxes,WKF,Wisconsin Cheese Kings,WCK,Foxes Ballpark,Waukesha,1.01,1958,Zach Evans,91,3.1,1.386,8.19,3.76,84.4,1,0,6,Brady Graham,27,4.35,1.119,9.07,3.75,52.4,3,1,5,0.759,0.275,12,0.158,0.056,0.471,0.749,0.273,10,0.19,0.055,0.487,0,10,0.444,-1,3,0.0,112,113,15,12,0.556,19,6,0.533,196,177,Overcast,71.1,13.0,R-L,64,0.28,-0.0175,1.25,-0.267,-0.88,-0.01,0.01,-0.016,-0.112,-20,-3,0.605,5,9,14,-4,Wisconsin Cheese Kings,Waukesha Foxes
80,1,2022-08-20,8,Waukesha Foxes,WKF,Wisconsin Cheese Kings,WCK,Foxes Ballpark,Waukesha,1.01,1597,Ryan Hagen,92,3.81,1.515,6.2,3.82,11.9,0,4,7,Parker Yates,28,3.91,1.244,8.46,3.65,20.9,1,0,5,0.759,0.275,12,0.158,0.056,0.471,0.749,0.273,10,0.19,0.055,0.487,0,11,0.421,-5,2,0.0,117,122,16,12,0.571,23,6,0.533,205,182,Overcast,76.4,9.0,Calm,85,0.28,0.0102,0.1,-0.271,-2.26,-0.17,0.01,-0.016,-0.15,-28,-4,0.2882,4,6,10,-2,Wisconsin Cheese Kings,Waukesha Foxes
81,1,2022-08-21,8,Waukesha Foxes,WKF,Wisconsin Cheese Kings,WCK,Foxes Ballpark,Waukesha,1.01,1513,Caleb Schmidt,93,2.88,1.317,10.84,2.74,68.1,3,1,5,Garrett Bauer,29,2.85,1.232,9.98,2.11,65.7,4,1,7,0.759,0.275,12,0.158,0.056,0.471,0.749,0.273,10,0.19,0.055,0.487,0,12,0.4,-7,1,0.0,121,128,17,12,0.586,25,6,0.533,211,186,Partly Cloudy,76.5,6.4,R-L,57,0.12,-0.0023,-0.03,-0.085,0.86,-0.63,0.01,-0.016,-0.186,-32,-5,0.2074,6,7,13,-1,Wisconsin Cheese Kings,Waukesha Foxes
82,1,2022-08-22,8,Waukesha Foxes,WKF,Northshore Bobbers,NSB,Foxes Ballpark,Waukesha,1.01,1558,Cole Davis,94,3.87,1.153,8.84,3.05,25.8,3,1,5,Cameron Novak,43,4.23,1.414,7.51,3.14,31.9,0,2,5,0.759,0.275,12,0.158,0.056,0.471,0.742,0.281,10,0.175,0.051,0.469,0,13,0.381,-8,1,0.0,127,135,10,17,0.37,-29,6,0.267,135,164,Overcast,75.0,12.8,Calm,80,0.28,0.0128,0.36,0.261,1.33,0.09,0.017,0.002,0.011,21,-5,0.6221,4,5,9,-1,Northshore Bobbers,Waukesha Foxes
83,1,2022-08-23,8,Waukesha Foxes,WKF,Northshore Bobbers,NSB,Foxes Ballpark,Waukesha,1.01,1487,Zach Evans,91,3.1,1.386,8.19,3.76,84.4,1,0,6,Sawyer Hagen,44,2.76,1.348,8.86,2.7,68.9,0,0,5,0.759,0.275,12,0.158,0.056,0.471,0.742,0.281,10,0.175,0.051,0.469,1,14,0.364,-9,1,0.0,131,140,11,17,0.393,-28,6,0.267,140,168,Partly Cloudy,66.8,7.9,R-L,87,0.12,0.0253,-0.34,-0.038,-0.67,-1.06,0.017,0.002,-0.029,19,-5,0.418,8,6,14,2,Waukesha Foxes,Northshore Bobbers
84,1,2022-08-24,8,Waukesha Foxes,WKF,Northshore Bobbers,NSB,Foxes Ballpark,Waukesha,1.01,1695,Zach Evans,91,3.1,1.386,8.19,3.76,84.4,1,0,6,Liam Bauer,45,3.8,1.318,7.72,3.93,33.8,1,2,5,0.759,0.275,12,0.158,0.056,0.471,0.742,0.281,10,0.175,0.051,0.469,0,14,0.391,-7,1,0.125,139,146,11,18,0.379,-30,6,0.267,146,176,Partly Cloudy,75.9,8.3,L-R,49,0.12,0.0337,0.7,-0.068,0.47,0.17,0.017,0.002,0.012,23,-5,0.588,9,11,20,-2,Northshore Bobbers,Waukesha Foxes
85,1,2022-08-25,8,Waukesha Foxes,WKF,Lakeside Beach Bums,LBB,Foxes Ballpark,Waukesha,1.01,1534,Zach Evans,91,3.1,1.386,8.19,3.76,84.4,1,0,6,Owen Mueller,59,3.91,1.199,8.6,3.82,14.7,1,2,4,0.759,0.275,12,0.158,0.056,0.471,0.735,0.271,3,0.204,0.045,0.466,1,15,0.375,-9,1,0.111,148,157,11,16,0.407,-20,5,0.467,159,179,Clear,79.0,6.9,Calm,68,0.02,-0.0004,0.81,-0.187,-0.41,0.06,0.024,0.005,-0.032,11,-4,0.7069,9,4,13,5,Waukesha Foxes,Lakeside Beach Bums
86,1,2022-08-26,8,Waukesha Foxes,WKF,Lakeside Beach Bums,LBB,Foxes Ballpark,Waukesha,1.01,1780,Ryan Hagen,92,3.81,1.515,6.2,3.82,11.9,0,4,7,Nolan Xavier,60,3.4,1.389,8.66,4.4,35.8,0,3,4,0.759,0.275,12,0.158,0.056,0.471,0.735,0.271,3,0.204,0.045,0.466,1,15,0.4,-4,2,0.2,157,161,11,17,0.393,-25,5,0.467,163,188,Partly Cloudy,78.2,6.5,Calm,40,0.12,-0.0017,-0.41,-0.126,-2.46,0.58,0.024,0.005,0.007,21,-3,0.7758,9,1,10,8,Waukesha Foxes,Lakeside Beach Bums
87,1,2022-08-28,8,Waukesha Foxes,WKF,Lakeside Beach Bums,LBB,Foxes Ballpark,Waukesha,1.01,1480,Caleb Schmidt,93,2.88,1.317,10.84,2.74,68.1,3,1,5,Justin Ortega,61,2.63,1.336,8.49,3.76,71.0,1,2,5,0.759,0.275,12,0.158,0.056,0.471,0.735,0.271,3,0.204,0.045,0.466,1,15,0.423,4,3,0.273,166,162,11,18,0.379,-33,4,0.467,164,197,Overcast,70.2,15.4,Out,62,0.28,0.033,-0.25,0.019,2.35,1.02,0.024,0.005,0.044,37,-1,0.8271,9,3,12,6,Waukesha Foxes,Lakeside Beach Bums
88,1,2022-08-29,8,Waukesha Foxes,WKF,Johnson Creek Mapaches,JCM,Foxes Ballpark,Waukesha,1.01,1047,Cole Davis,94,3.87,1.153,8.84,3.05,25.8,3,1,5,Jackson Dietrich,75,3.36,1.323,9.2,3.47,46.5,1,0,4,0.759,0.275,12,0.158,0.056,0.471,0.799,0.287,9,0.199,0.055,0.499,0,15,0.444,10,4,0.333,175,165,13,14,0.481,-10,5,0.533,149,159,Light Rain,83.3,17.7,Out,71,0.65,-0.0295,-0.51,0.17,-0.36,0.42,-0.04,-0.028,-0.037,20,-1,0.4905,6,9,15,-3,Johnson Creek Mapaches,Waukesha Foxes
89,1,2022-08-30,8,Waukesha Foxes,WKF,Johnson Creek Mapaches,JCM,Foxes Ballpark,Waukesha,1.01,1635,Zach Evans,91,3.1,1.386,8.19,3.76,84.4,1,0,6,Eli Jorgensen,76,3.7,1.587,8.72,4.14,55.0,1,0,6,0.759,0.275,12,0.158,0.056,0.471,0.799,0.287,9,0.199,0.055,0.499,0,16,0.429,7,4,0.308,181,174,14,14,0.5,-7,6,0.533,158,165,Clear,86.3,16.2,Calm,56,0.02,-0.0083,0.6,0.201,-0.53,0.38,-0.04,-0.028,-0.071,14,-2,0.4227,5,7,12,-2,Johnson Creek Mapaches,Waukesha Foxes
90,1,2022-08-31,8,Waukesha Foxes,WKF,Johnson Creek Mapaches,JCM,Foxes Ballpark,Waukesha,1.01,1150,Zach Evans,91,3.1,1.386,8.19,3.76,84.4,1,0,6,Liam Schmidt,77,4.13,1.275,7.73,3.02,63.5,2,3,4,0.759,0.275,12,0.158,0.056,0.471,0.799,0.287,9,0.199,0.055,0.499,1,17,0.414,5,4,0.286,186,181,15,14,0.517,-5,6,0.533,165,170,Heavy Rain,71.4,15.8,Out,50,0.92,0.0013,1.03,-0.111,0.46,-0.74,-0.04,-0.028,-0.103,10,-2,0.5478,12,8,20,4,Waukesha Foxes,Johnson Creek Mapaches
91,2,2023-05-15,5,Maunesha River Rats,MRR,Wisconsin Cheese Kings,WCK,River Rats Ballpark,Maunesha,1.02,1437,Derek Vandenberg,11,3.05,1.308,8.77,3.16,18.4,2,1,4,Brady Graham,27,4.35,1.119,9.07,3.75,52.4,3,1,5,0.723,0.27,7,0.199,0.057,0.442,0.749,0.273,10,0.19,0.055,0.487,0,0,0.5,0,0,0.5,0,0,0,0,0.5,0,0,0.5,0,0,Overcast,57.8,7.0,R-L,68,0.28,0.0113,1.3,-0.189,-0.3,0.59,-0.026,-0.045,0.0,0,0,0.59,3,4,7,-1,Wisconsin Cheese Kings,Maunesha River Rats
92,2,2023-05-17,5,Maunesha River Rats,MRR,Wisconsin Cheese Kings,WCK,River Rats Ballpark,Maunesha,1.02,695,Luke Ehrhardt,12,3.76,1.392,7.01,3.63,29.6,0,3,5,Parker Yates,28,3.91,1.244,8.46,3.65,20.9,1,0,5,0.723,0.27,7,0.199,0.057,0.442,0.749,0.273,10,0.19,0.055,0.487,0,1,0.0,-1,0,0.0,3,4,1,0,1.0,1,1,0.5,4,3,Overcast,58.6,5.5,In,43,0.28,-0.0023,0.15,-0.148,-1.45,0.02,-0.026,-0.045,-1.0,-2,-1,0.1945,4,7,11,-3,Wisconsin Cheese Kings,Maunesha River Rats
93,2,2023-05-18,5,Maunesha River Rats,MRR,Wisconsin Cheese Kings,WCK,River Rats Ballpark,Maunesha,1.02,1045,Hunter Werner,13,4.09,1.363,6.8,3.87,55.2,0,2,4,Garrett Bauer,29,2.85,1.232,9.98,2.11,65.7,4,1,7,0.723,0.27,7,0.199,0.057,0.442,0.749,0.273,10,0.19,0.055,0.487,0,2,0.0,-4,0,0.0,7,11,2,0,1.0,4,2,0.5,11,7,Clear,52.7,16.2,Out,84,0.02,-0.0042,-1.24,-0.131,-3.18,-1.76,-0.026,-0.045,-1.0,-8,-2,0.1598,7,8,15,-1,Wisconsin Cheese Kings,Maunesha River Rats
94,2,2023-05-19,5,Maunesha River Rats,MRR,Northshore Bobbers,NSB,River Rats Ballpark,Maunesha,1.02,1103,Liam Lehmann,14,1.97,1.211,8.81,3.2,26.4,1,1,5,Cameron Novak,43,4.23,1.414,7.51,3.14,31.9,0,2,5,0.723,0.27,7,0.199,0.057,0.442,0.742,0.281,10,0.175,0.051,0.469,0,3,0.0,-5,0,0.0,14,19,0,0,0.5,0,0,0.5,0,0,Overcast,66.7,7.4,Out,85,0.28,0.0023,2.26,0.203,1.3,-0.06,-0.019,-0.027,-0.5,-5,0,0.2549,7,8,15,-1,Northshore Bobbers,Maunesha River Rats
95,2,2023-05-20,5,Maunesha River Rats,MRR,Northshore Bobbers,NSB,River Rats Ballpark,Maunesha,1.02,1055,Derek Vandenberg,11,3.05,1.308,8.77,3.16,18.4,2,1,4,Sawyer Hagen,44,2.76,1.348,8.86,2.7,68.9,0,0,5,0.723,0.27,7,0.199,0.057,0.442,0.742,0.281,10,0.175,0.051,0.469,0,4,0.0,-6,0,0.0,21,27,1,0,1.0,1,1,0.5,8,7,Partly Cloudy,56.8,5.7,L-R,84,0.12,-0.0224,-0.29,0.04,-0.09,-0.46,-0.019,-0.027,-1.0,-7,-1,0.4755,4,10,14,-6,Northshore Bobbers,Maunesha River Rats
96,2,2023-05-21,5,Maunesha River Rats,MRR,Northshore Bobbers,NSB,River Rats Ballpark,Maunesha,1.02,1315,Derek Vandenberg,11,3.05,1.308,8.77,3.16,18.4,2,1,4,Liam Bauer,45,3.8,1.318,7.72,3.93,33.8,1,2,5,0.723,0.27,7,0.199,0.057,0.442,0.742,0.281,10,0.175,0.051,0.469,1,5,0.0,-12,0,0.0,25,37,2,0,1.0,7,2,0.5,18,11,Clear,64.4,5.9,Calm,87,0.02,0.0227,0.75,0.01,1.05,0.77,-0.019,-0.027,-1.0,-19,-2,0.381,5,3,8,2,Maunesha River Rats,Northshore Bobbers
97,2,2023-05-22,5,Maunesha River Rats,MRR,Lakeside Beach Bums,LBB,River Rats Ballpark,Maunesha,1.02,1116,Derek Vandenberg,11,3.05,1.308,8.77,3.16,18.4,2,1,4,Owen Mueller,59,3.91,1.199,8.6,3.82,14.7,1,2,4,0.723,0.27,7,0.199,0.057,0.442,0.735,0.271,3,0.204,0.045,0.466,0,5,0.167,-10,1,0.167,30,40,0,0,0.5,0,0,0.5,0,0,Light Rain,74.5,6.7,L-R,63,0.65,0.0201,0.86,-0.109,0.17,0.66,-0.012,-0.024,-0.333,-10,1,0.697,4,6,10,-2,Lakeside Beach Bums,Maunesha River Rats
98,2,2023-05-23,5,Maunesha River Rats,MRR,Lakeside Beach Bums,LBB,River Rats Ballpark,Maunesha,1.02,860,Luke Ehrhardt,12,3.76,1.392,7.01,3.63,29.6,0,3,5,Nolan Xavier,60,3.4,1.389,8.66,4.4,35.8,0,3,4,0.723,0.27,7,0.199,0.057,0.442,0.735,0.271,3,0.204,0.045,0.466,0,6,0.143,-12,1,0.143,34,46,1,0,1.0,2,1,0.5,6,4,Light Rain,57.2,7.4,L-R,38,0.65,-0.0082,-0.36,-0.003,-1.65,0.77,-0.012,-0.024,-0.857,-14,0,0.2699,2,6,8,-4,Lakeside Beach Bums,Maunesha River Rats
99,2,2023-05-27,5,Maunesha River Rats,MRR,Lakeside Beach Bums,LBB,River Rats Ballpark,Maunesha,1.02,1022,Hunter Werner,13,4.09,1.363,6.8,3.87,55.2,0,2,4,Justin Ortega,61,2.63,1.336,8.49,3.76,71.0,1,2,5,0.723,0.27,7,0.199,0.057,0.442,0.735,0.271,3,0.204,0.045,0.466,0,7,0.125,-16,1,0.125,36,52,2,0,1.0,6,2,0.5,12,6,Partly Cloudy,58.6,13.6,In,36,0.12,-0.024,-1.46,-0.027,-1.69,-0.11,-0.012,-0.024,-0.875,-22,-1,0.3956,5,6,11,-1,Lakeside Beach Bums,Maunesha River Rats
100,2,2023-05-28,5,Maunesha River Rats,MRR,Johnson Creek Mapaches,JCM,River Rats Ballpark,Maunesha,1.02,1473,Liam Lehmann,14,1.97,1.211,8.81,3.2,26.4,1,1,5,Jackson Dietrich,75,3.36,1.323,9.2,3.47,46.5,1,0,4,0.723,0.27,7,0.199,0.057,0.442,0.799,0.287,9,0.199,0.055,0.499,1,8,0.111,-17,1,0.111,41,58,0,0,0.5,0,0,0.5,0,0,Clear,43.9,19.0,Out,73,0.02,0.0253,1.39,0.112,-0.39,0.27,-0.076,-0.057,-0.389,-17,1,0.5433,6,5,11,1,Maunesha River Rats,Johnson Creek Mapaches
101,2,2023-05-29,5,Maunesha River Rats,MRR,Johnson Creek Mapaches,JCM,River Rats Ballpark,Maunesha,1.02,1415,Derek Vandenberg,11,3.05,1.308,8.77,3.16,18.4,2,1,4,Eli Jorgensen,76,3.7,1.587,8.72,4.14,55.0,1,0,6,0.723,0.27,7,0.199,0.057,0.442,0.799,0.287,9,0.199,0.055,0.499,1,8,0.2,-16,2,0.2,47,63,0,1,0.0,-1,0,0.5,5,6,Clear,62.9,5.3,Out,73,0.02,0.0188,0.65,0.279,0.05,0.98,-0.076,-0.057,0.2,-15,2,0.4924,6,3,9,3,Maunesha River Rats,Johnson Creek Mapaches
102,2,2023-06-01,6,Maunesha River Rats,MRR,Johnson Creek Mapaches,JCM,River Rats Ballpark,Maunesha,1.02,1055,Derek Vandenberg,11,3.05,1.308,8.77,3.16,18.4,2,1,4,Liam Schmidt,77,4.13,1.275,7.73,3.02,63.5,2,3,4,0.723,0.27,7,0.199,0.057,0.442,0.799,0.287,9,0.199,0.055,0.499,1,8,0.273,-13,3,0.273,53,66,0,2,0.0,-4,0,0.5,8,12,Partly Cloudy,78.4,10.0,Out,73,0.12,0.0155,1.08,-0.033,1.04,-0.14,-0.076,-0.057,0.273,-9,3,0.7036,9,8,17,1,Maunesha River Rats,Johnson Creek Mapaches
103,2,2023-06-02,6,Maunesha River Rats,MRR,Waukesha Foxes,WKF,River Rats Ballpark,Maunesha,1.02,1432,Derek Vandenberg,11,3.05,1.308,8.77,3.16,18.4,2,1,4,Zach Evans,91,3.1,1.386,8.19,3.76,84.4,1,0,6,0.723,0.27,7,0.199,0.057,0.442,0.759,0.275,12,0.158,0.056,0.471,1,8,0.333,-12,4,0.333,62,74,0,0,0.5,0,0,0.5,0,0,Clear,64.7,6.2,Out,76,0.02,0.003,0.05,0.078,0.58,0.6,-0.036,-0.029,-0.167,-12,4,0.4401,11,4,15,7,Maunesha River Rats,Waukesha Foxes
104,2,2023-06-03,6,Maunesha River Rats,MRR,Waukesha Foxes,WKF,River Rats Ballpark,Maunesha,1.02,1384,Luke Ehrhardt,12,3.76,1.392,7.01,3.63,29.6,0,3,5,Ryan Hagen,92,3.81,1.515,6.2,3.82,11.9,0,4,7,0.723,0.27,7,0.199,0.057,0.442,0.759,0.275,12,0.158,0.056,0.471,1,8,0.385,-5,5,0.385,73,78,0,1,0.0,-7,0,0.5,4,11,Overcast,74.0,12.4,In,69,0.28,-0.0714,0.05,0.123,0.81,0.19,-0.036,-0.029,0.385,2,5,0.7696,7,2,9,5,Maunesha River Rats,Waukesha Foxes
105,2,2023-06-04,6,Maunesha River Rats,MRR,Waukesha Foxes,WKF,River Rats Ballpark,Maunesha,1.02,1198,Hunter Werner,13,4.09,1.363,6.8,3.87,55.2,0,2,4,Caleb Schmidt,93,2.88,1.317,10.84,2.74,68.1,3,1,5,0.723,0.27,7,0.199,0.057,0.442,0.759,0.275,12,0.158,0.056,0.471,1,8,0.429,0,6,0.429,80,80,0,2,0.0,-12,0,0.5,6,18,Partly Cloudy,84.6,4.4,In,78,0.12,-0.001,-1.21,-0.046,-4.04,-1.13,-0.036,-0.029,0.429,12,6,0.8632,6,5,11,1,Maunesha River Rats,Waukesha Foxes
106,2,2023-06-05,6,Wisconsin Cheese Kings,WCK,Maunesha River Rats,MRR,Cheese Kings Ballpark,Madison,0.97,1999,Brady Graham,27,4.35,1.119,9.07,3.75,52.4,3,1,5,Liam Lehmann,14,1.97,1.211,8.81,3.2,26.4,1,1,5,0.749,0.273,10,0.19,0.055,0.487,0.723,0.27,7,0.199,0.057,0.442,1,0,1.0,5,3,0.5,19,14,7,8,0.467,1,7,0.467,86,85,Clear,76.5,14.4,Out,41,0.02,0.0327,-2.38,0.092,0.26,-0.55,0.026,0.045,0.533,4,-4,0.751,12,8,20,4,Wisconsin Cheese Kings,Maunesha River Rats
107,2,2023-06-06,6,Wisconsin Cheese Kings,WCK,Maunesha River Rats,MRR,Cheese Kings Ballpark,Madison,0.97,2150,Parker Yates,28,3.91,1.244,8.46,3.65,20.9,1,0,5,Derek Vandenberg,11,3.05,1.308,8.77,3.16,18.4,2,1,4,0.749,0.273,10,0.19,0.055,0.487,0.723,0.27,7,0.199,0.057,0.442,1,0,1.0,9,4,1.0,31,22,7,9,0.438,-3,6,0.467,94,97,Overcast,74.0,4.1,Calm,40,0.28,-0.0211,-0.86,0.064,-0.31,-0.49,0.026,0.045,0.562,12,-2,0.8853,7,4,11,3,Wisconsin Cheese Kings,Maunesha River Rats
108,2,2023-06-07,6,Wisconsin Cheese Kings,WCK,Maunesha River Rats,MRR,Cheese Kings Ballpark,Madison,0.97,2269,Garrett Bauer,29,2.85,1.232,9.98,2.11,65.7,4,1,7,Derek Vandenberg,11,3.05,1.308,8.77,3.16,18.4,2,1,4,0.749,0.273,10,0.19,0.055,0.487,0.723,0.27,7,0.199,0.057,0.442,1,0,1.0,12,5,1.0,38,26,7,10,0.412,-6,6,0.467,98,104,Partly Cloudy,74.9,11.7,Out,89,0.12,-0.0085,0.2,0.076,1.21,1.05,0.026,0.045,0.588,18,-1,0.8751,7,5,12,2,Wisconsin Cheese Kings,Maunesha River Rats
109,2,2023-06-08,6,Wisconsin Cheese Kings,WCK,Northshore Bobbers,NSB,Cheese Kings Ballpark,Madison,0.97,2242,Joshua Pierson,30,3.64,1.254,7.26,3.97,34.1,2,0,7,Cameron Novak,43,4.23,1.414,7.51,3.14,31.9,0,2,5,0.749,0.273,10,0.19,0.055,0.487,0.742,0.281,10,0.175,0.051,0.469,1,0,1.0,14,6,1.0,45,31,2,1,0.667,5,2,0.5,21,16,Clear,77.0,15.8,Calm,58,0.02,0.0228,0.59,0.16,-0.25,-0.83,0.007,0.018,0.333,9,4,0.8223,9,8,17,1,Wisconsin Cheese Kings,Northshore Bobbers
110,2,2023-06-09,6,Wisconsin Cheese Kings,WCK,Northshore Bobbers,NSB,Cheese Kings Ballpark,Madison,0.97,2400,Brady Graham,27,4.35,1.119,9.07,3.75,52.4,3,1,5,Sawyer Hagen,44,2.76,1.348,8.86,2.7,68.9,0,0,5,0.749,0.273,10,0.19,0.055,0.487,0.742,0.281,10,0.175,0.051,0.469,1,0,1.0,15,7,1.0,54,39,2,2,0.5,4,2,0.5,29,25,Clear,75.5,11.3,In,54,0.02,0.0069,-1.59,0.229,0.21,-1.05,0.007,0.018,0.5,11,5,0.5825,5,3,8,2,Wisconsin Cheese Kings,Northshore Bobbers
111,2,2023-06-12,6,Wisconsin Cheese Kings,WCK,Northshore Bobbers,NSB,Cheese Kings Ballpark,Madison,0.97,2186,Brady Graham,27,4.35,1.119,9.07,3.75,52.4,3,1,5,Liam Bauer,45,3.8,1.318,7.72,3.93,33.8,1,2,5,0.749,0.273,10,0.19,0.055,0.487,0.742,0.281,10,0.175,0.051,0.469,0,0,1.0,17,8,1.0,59,42,2,3,0.4,2,2,0.5,32,30,Partly Cloudy,81.9,14.1,R-L,79,0.12,0.0134,-0.55,0.199,1.35,0.18,0.007,0.018,0.6,15,6,0.8051,7,10,17,-3,Northshore Bobbers,Wisconsin Cheese Kings
112,2,2023-06-13,6,Wisconsin Cheese Kings,WCK,Lakeside Beach Bums,LBB,Cheese Kings Ballpark,Madison,0.97,2029,Brady Graham,27,4.35,1.119,9.07,3.75,52.4,3,1,5,Owen Mueller,59,3.91,1.199,8.6,3.82,14.7,1,2,4,0.749,0.273,10,0.19,0.055,0.487,0.735,0.271,3,0.204,0.045,0.466,1,1,0.889,14,8,0.833,66,52,3,0,1.0,7,3,0.5,18,11,Overcast,82.5,15.3,R-L,58,0.28,-0.0014,-0.44,0.08,0.47,0.07,0.014,0.021,-0.111,7,5,0.7371,8,4,12,4,Wisconsin Cheese Kings,Lakeside Beach Bums
113,2,2023-06-14,6,Wisconsin Cheese Kings,WCK,Lakeside Beach Bums,LBB,Cheese Kings Ballpark,Madison,0.97,2048,Parker Yates,28,3.91,1.244,8.46,3.65,20.9,1,0,5,Nolan Xavier,60,3.4,1.389,8.66,4.4,35.8,0,3,4,0.749,0.273,10,0.19,0.055,0.487,0.735,0.271,3,0.204,0.045,0.466,1,1,0.9,18,9,0.857,74,56,3,1,0.75,3,3,0.5,22,19,Clear,75.6,8.2,R-L,38,0.02,-0.0158,-0.51,0.145,-0.2,0.75,0.014,0.021,0.15,15,6,0.7691,8,2,10,6,Wisconsin Cheese Kings,Lakeside Beach Bums
114,2,2023-06-15,6,Wisconsin Cheese Kings,WCK,Lakeside Beach Bums,LBB,Cheese Kings Ballpark,Madison,0.97,2027,Garrett Bauer,29,2.85,1.232,9.98,2.11,65.7,4,1,7,Justin Ortega,61,2.63,1.336,8.49,3.76,71.0,1,2,5,0.749,0.273,10,0.19,0.055,0.487,0.735,0.271,3,0.204,0.045,0.466,1,1,0.909,24,9,0.875,82,58,3,2,0.6,-3,3,0.5,24,27,Clear,74.0,8.9,In,89,0.02,0.026,-0.22,0.104,1.49,1.65,0.014,0.021,0.309,27,6,0.8418,5,3,8,2,Wisconsin Cheese Kings,Lakeside Beach Bums
115,2,2023-06-16,6,Wisconsin Cheese Kings,WCK,Johnson Creek Mapaches,JCM,Cheese Kings Ballpark,Madison,0.97,2183,Joshua Pierson,30,3.64,1.254,7.26,3.97,34.1,2,0,7,Jackson Dietrich,75,3.36,1.323,9.2,3.47,46.5,1,0,4,0.749,0.273,10,0.19,0.055,0.487,0.799,0.287,9,0.199,0.055,0.499,1,1,0.917,26,9,0.889,87,61,0,3,0.0,-5,0,0.5,16,21,Partly Cloudy,70.6,11.8,Out,59,0.12,-0.0209,-0.28,0.069,-1.94,-0.5,-0.05,-0.012,0.917,31,9,0.8869,5,2,7,3,Wisconsin Cheese Kings,Johnson Creek Mapaches
116,2,2023-06-17,6,Wisconsin Cheese Kings,WCK,Johnson Creek Mapaches,JCM,Cheese Kings Ballpark,Madison,0.97,1887,Brady Graham,27,4.35,1.119,9.07,3.75,52.4,3,1,5,Eli Jorgensen,76,3.7,1.587,8.72,4.14,55.0,1,0,6,0.749,0.273,10,0.19,0.055,0.487,0.799,0.287,9,0.199,0.055,0.499,1,1,0.923,29,9,0.9,92,63,0,4,0.0,-8,0,0.5,18,26,Partly Cloudy,83.2,10.9,Out,72,0.12,-0.0107,-0.65,0.468,0.35,0.39,-0.05,-0.012,0.923,37,9,0.8054,8,4,12,4,Wisconsin Cheese Kings,Johnson Creek Mapaches
117,2,2023-06-18,6,Wisconsin Cheese Kings,WCK,Johnson Creek Mapaches,JCM,Cheese Kings Ballpark,Madison,0.97,2193,Brady Graham,27,4.35,1.119,9.07,3.75,52.4,3,1,5,Liam Schmidt,77,4.13,1.275,7.73,3.02,63.5,2,3,4,0.749,0.273,10,0.19,0.055,0.487,0.799,0.287,9,0.199,0.055,0.499,1,1,0.929,33,9,0.909,100,67,0,5,0.0,-12,0,0.5,22,34,Overcast,76.2,6.9,In,60,0.28,0.0084,-0.22,0.156,1.34,-0.73,-0.05,-0.012,0.929,45,9,0.835,9,8,17,1,Wisconsin Cheese Kings,Johnson Creek Mapaches
118,2,2023-06-19,6,Wisconsin Cheese Kings,WCK,Waukesha Foxes,WKF,Cheese Kings Ballpark,Madison,0.97,2400,Brady Graham,27,4.35,1.119,9.07,3.75,52.4,3,1,5,Zach Evans,91,3.1,1.386,8.19,3.76,84.4,1,0,6,0.749,0.273,10,0.19,0.055,0.487,0.759,0.275,12,0.158,0.056,0.471,1,1,0.933,34,9,0.917,109,75,0,3,0.0,-13,0,0.5,11,24,Clear,73.8,3.0,Calm,58,0.02,0.0098,-1.25,0.267,0.88,0.01,-0.01,0.016,0.933,47,9,0.9276,7,3,10,4,Wisconsin Cheese Kings,Waukesha Foxes
